    64     64



 -775.00  -775.00    0.0001
 -775.00  -750.00    0.0001
 -775.00  -725.00    0.0001
 -775.00  -700.00    0.0001
 -775.00  -675.00    0.0001
 -775.00  -650.00    0.0001
 -775.00  -625.00    0.0001
 -775.00  -600.00    0.0001
 -775.00  -575.00    0.0001
 -775.00  -550.00    0.0001
 -775.00  -525.00    0.0001
 -775.00  -500.00    0.0002
 -775.00  -475.00    0.0002
 -775.00  -450.00    0.0002
 -775.00  -425.00    0.0002
 -775.00  -400.00    0.0002
 -775.00  -375.00    0.0002
 -775.00  -350.00    0.0002
 -775.00  -325.00    0.0002
 -775.00  -300.00    0.0002
 -775.00  -275.00    0.0002
 -775.00  -250.00    0.0002
 -775.00  -225.00    0.0002
 -775.00  -200.00    0.0002
 -775.00  -175.00    0.0003
 -775.00  -150.00    0.0003
 -775.00  -125.00    0.0003
 -775.00  -100.00    0.0003
 -775.00   -75.00    0.0003
 -775.00   -50.00    0.0003
 -775.00   -25.00    0.0003
 -775.00     0.00    0.0003
 -775.00    25.00    0.0003
 -775.00    50.00    0.0003
 -775.00    75.00    0.0003
 -775.00   100.00    0.0003
 -775.00   125.00    0.0003
 -775.00   150.00    0.0003
 -775.00   175.00    0.0003
 -775.00   200.00    0.0002
 -775.00   225.00    0.0002
 -775.00   250.00    0.0002
 -775.00   275.00    0.0002
 -775.00   300.00    0.0002
 -775.00   325.00    0.0002
 -775.00   350.00    0.0002
 -775.00   375.00    0.0002
 -775.00   400.00    0.0002
 -775.00   425.00    0.0002
 -775.00   450.00    0.0002
 -775.00   475.00    0.0002
 -775.00   500.00    0.0002
 -775.00   525.00    0.0001
 -775.00   550.00    0.0001
 -775.00   575.00    0.0001
 -775.00   600.00    0.0001
 -775.00   625.00    0.0001
 -775.00   650.00    0.0001
 -775.00   675.00    0.0001
 -775.00   700.00    0.0001
 -775.00   725.00    0.0001
 -775.00   750.00    0.0001
 -775.00   775.00    0.0001
 -775.00   800.00    0.0001
 -750.00  -775.00    0.0001
 -750.00  -750.00    0.0001
 -750.00  -725.00    0.0001
 -750.00  -700.00    0.0001
 -750.00  -675.00    0.0001
 -750.00  -650.00    0.0001
